,neutral,positive,negative
0,0.0008993410949936679,0.0002508366319370094,0.00011624136601958973
1,0.0007141127304565975,0.00017387092567638896,0.00011798384242326393
2,0.0009694990496358,0.0003061575946218316,7.016111543416975e-05
3,0.000757392959596772,0.00020778036944690207,0.00010053888844204939
4,0.0008749990320807168,0.0002787607535832372,6.194683412960826e-05
5,0.0009974603125887163,0.00042200243994138003,3.0691086541191275e-05
6,0.0007229835663398348,0.0002030852714437738,0.00012997457372401525
7,0.0008301190675834312,0.00035217172564145564,7.546536978031192e-05
8,0.0006185696164868377,0.0002897098203799114,3.131998058161204e-05
9,0.0007164218891878608,0.000299897535008872,5.831340958505844e-05
10,0.0004950495049504951,0.0001625535687897148,8.12767843948574e-05
11,0.0004927460738696757,0.00021821611842799923,7.743152589380619e-05
12,0.000543695200341358,0.00018581987859767933,7.570439498423972e-05
13,0.0009682479231082049,0.0003550242384730085,8.391482000271109e-05
14,0.0009255057441066183,0.00026272421123026585,0.0001194200960137572
15,0.00063971031985516,0.0002051901025950513,6.63850331925166e-05
16,0.0006702000762429445,0.00025209360666019013,3.689174731612538e-05
17,0.0008049155145929339,0.0002273425499231951,8.602150537634408e-05
18,0.0008704983192265157,0.00029016610640883857,9.854697953507725e-05
19,0.0009200337345702676,0.00039141786076015767,0.00010895136330437379
20,0.0006557936086354902,0.0002492015712814863,9.836904129532353e-05
21,0.0008120156216338638,0.0003093392844319481,0.00011600223166198054
22,0.0005063132331460423,0.00015682268283284494,8.513231353783011e-05
23,0.0009261444077394998,0.00027135441245870696,0.00021236432279377065
24,0.0008273845028958458,0.00030145016772174224,0.000102621333692508
25,0.001083271735528764,0.0004396808808910866,0.0001274437335916193
26,0.0011853166177026673,0.0005526629628552314,0.00013816574071380785
27,0.001368495025335651,0.00046602803565484334,0.0002958908162887894
28,0.001757817335545047,0.0005529284576597097,0.00038787518671651273
29,0.002244190670984603,0.0006060261727553358,0.0008143476696399826
