,neutral,positive,negative
0,0.0004343366201217991,0.0,0.00039737180138802895
1,0.00036623501018884577,0.0,0.00032867244504127186
2,0.0005165931637504664,0.0,0.00043049430312538863
3,0.00028309994439108235,1.0110712299681513e-05,0.00026287851979171935
4,0.00025704538019348506,0.0,0.0002336776183577137
5,0.0002789465120063228,0.0,0.00024407819800553244
6,0.0001584979273347964,0.0,0.0001341136308217508
7,0.00023915615638295194,1.2587166125418523e-05,0.00018880749188127785
8,9.385815686044466e-05,0.0,7.03936176453335e-05
9,8.773139154520047e-05,0.0,7.519833561017182e-05
10,0.00016663333999866693,1.1108889333244462e-05,0.0001221977826656891
11,0.00019099359110394295,1.0610755061330165e-05,0.00016977208098128263
12,0.00034281796366129587,0.0,0.00032204111737879306
13,0.0007101167315175098,9.72762645914397e-06,0.0006809338521400778
14,0.00042223659623400893,1.796751473336208e-05,0.0003234152652005175
15,0.0002453430258973194,9.086778736937755e-06,0.00019082235347569286
16,0.00021282108224146865,1.8506181064475535e-05,0.00015730253904804205
17,0.00027791416157929355,1.85276107719529e-05,0.00020380371849148193
18,0.00029633288060254353,8.231468905626209e-06,0.00020578672264065523
19,0.0002263273794959628,1.2233912405187178e-05,0.00020185955468558846
20,0.00030701276578887427,0.0,0.0002773018529705961
21,0.0003532528701795702,0.0,0.0002859666091929854
22,0.000197360809587652,0.0,0.00015652753863848264
23,0.00046243597040409787,2.667899829254411e-05,0.00035571997723392144
24,0.00041760141401781117,2.9134982373335666e-05,0.00033990812768891607
25,0.0006221914967162116,9.876055503431929e-06,0.0005234309416818923
26,0.0008091342263777758,3.371392609907399e-05,0.0006630405466151218
27,0.0006980721573920024,2.3269071913066746e-05,0.0005817267978266687
28,0.0008597916562827094,0.0,0.0006604196780142551
29,0.001338341320208954,0.0001582984357236397,0.0008490552461540675
30,0.0015062733803423048,0.00011586718310325422,0.0011752242857615783
31,0.0013933966592465463,6.797056874373397e-05,0.0012234702373872114
32,0.001276803484922453,0.00022531826204513875,0.0010139321792031245
33,0.0006126898888148054,1.802029084749428e-05,0.0005225884345773341
34,0.0007885712189843936,3.667773111555319e-05,0.0006601991600799574
35,0.0005543351058369434,2.0530929845812718e-05,0.00043114952676206705
