,neutral,positive,negative
0,0.0004343366201217991,9.241204683442533e-05,3.696481873377013e-05
1,0.00036623501018884577,9.390641286893482e-05,1.8781282573786962e-05
2,0.0005165931637504664,7.653232055562465e-05,0.0001052319407639839
3,0.00028309994439108235,7.077498609777059e-05,3.0332136899044537e-05
4,0.00025704538019348506,3.5051642753657055e-05,5.8419404589428425e-05
5,0.0002789465120063228,4.649108533438713e-05,2.3245542667193566e-05
6,0.0001584979273347964,2.43842965130456e-05,1.21921482565228e-05
7,0.00023915615638295194,6.293583062709261e-05,3.776149837625557e-05
8,9.385815686044466e-05,2.3464539215111165e-05,0.0
9,8.773139154520047e-05,0.0,0.0
10,0.00016663333999866693,4.443555733297785e-05,4.443555733297785e-05
11,0.00019099359110394295,6.366453036798098e-05,1.0610755061330165e-05
12,0.00034281796366129587,7.271896198875973e-05,4.1553692565005555e-05
13,0.0007101167315175098,0.00011673151750972762,0.0001264591439688716
14,0.00042223659623400893,0.00016170763260025875,6.288630156676728e-05
15,0.0002453430258973194,3.634711494775102e-05,8.17810086324398e-05
16,0.00021282108224146865,7.402472425790214e-05,9.253090532237768e-06
17,0.00027791416157929355,8.337424847378806e-05,7.41104430878116e-05
18,0.00029633288060254353,9.05461579618883e-05,9.877762686751451e-05
19,0.0002263273794959628,5.5052605823342306e-05,3.670173721556154e-05
20,0.00030701276578887427,7.922910084874175e-05,3.9614550424370874e-05
21,0.0003532528701795702,8.4107826233231e-05,4.20539131166155e-05
22,0.000197360809587652,7.486099674014387e-05,4.0833270949169385e-05
23,0.00046243597040409787,0.0001245019920318725,5.335799658508822e-05
24,0.00041760141401781117,6.798162553778322e-05,6.798162553778322e-05
25,0.0006221914967162116,0.00012838872154461508,8.888449953088737e-05
26,0.0008091342263777758,0.0002584734334262339,0.00011237975366357997
27,0.0006980721573920024,0.00016288350339146724,0.0001396144314784005
28,0.0008597916562827094,0.00022429347555201116,0.00012460748641778398
29,0.001338341320208954,0.00047489530717091915,0.00023025227014347594
30,0.0015062733803423048,0.000579335915516271,0.00014897209256132686
31,0.0013933966592465463,0.0005097792655780047,0.00015293377967340142
32,0.001276803484922453,0.00039430695857899285,0.00028164782755642345
33,0.0006126898888148054,0.0001621826176274485,0.00012614203593245996
34,0.0007885712189843936,0.0002750829833666489,0.00016504979001998935
35,0.0005543351058369434,0.00020530929845812717,8.212371938325087e-05
