,neutral,positive,negative
0,0.0004343366201217991,5.54472281006552e-05,3.696481873377013e-05
1,0.00036623501018884577,6.573448900825437e-05,3.7562565147573925e-05
2,0.0005165931637504664,3.8266160277812326e-05,9.566540069453082e-06
3,0.00028309994439108235,6.0664273798089074e-05,1.0110712299681513e-05
4,0.00025704538019348506,2.336776183577137e-05,2.336776183577137e-05
5,0.0002789465120063228,1.1622771333596783e-05,2.3245542667193566e-05
6,0.0001584979273347964,0.0,1.21921482565228e-05
7,0.00023915615638295194,2.5174332250837045e-05,2.5174332250837045e-05
8,9.385815686044466e-05,1.1732269607555582e-05,1.1732269607555582e-05
9,8.773139154520047e-05,1.2533055935028638e-05,2.5066111870057275e-05
10,0.00016663333999866693,3.332666799973339e-05,2.2217778666488924e-05
11,0.00019099359110394295,5.305377530665082e-05,1.0610755061330165e-05
12,0.00034281796366129587,3.116526942375417e-05,2.0776846282502777e-05
13,0.0007101167315175098,0.00010700389105058365,0.0
14,0.00042223659623400893,5.3902544200086246e-05,5.3902544200086246e-05
15,0.0002453430258973194,0.0,3.634711494775102e-05
16,0.00021282108224146865,4.626545266118884e-05,0.0
17,0.00027791416157929355,3.70552215439058e-05,1.85276107719529e-05
18,0.00029633288060254353,4.938881343375726e-05,2.469440671687863e-05
19,0.0002263273794959628,6.116956202593589e-05,0.0
20,0.00030701276578887427,3.9614550424370874e-05,3.9614550424370874e-05
21,0.0003532528701795702,3.3643130493292404e-05,1.6821565246646202e-05
22,0.000197360809587652,4.0833270949169385e-05,2.722218063277959e-05
23,0.00046243597040409787,6.225099601593625e-05,6.225099601593625e-05
24,0.00041760141401781117,7.76932863288951e-05,3.884664316444755e-05
25,0.0006221914967162116,8.888449953088737e-05,3.9504222013727714e-05
26,0.0008091342263777758,0.00014609367976265396,5.618987683178998e-05
27,0.0006980721573920024,8.144175169573362e-05,8.144175169573362e-05
28,0.0008597916562827094,8.722524049244878e-05,0.00021183272691023276
29,0.001338341320208954,0.00020147073637554144,0.00044611377340298466
30,0.0015062733803423048,0.0004469162776839805,0.00018207700201939948
31,0.0013933966592465463,0.00027188227497493587,0.00025488963278900235
32,0.001276803484922453,0.00018776521837094896,0.00026287130571932857
33,0.0006126898888148054,7.208116338997712e-05,9.010145423747139e-05
34,0.0007885712189843936,0.00023840525225109574,0.00011003319334665957
35,0.0005543351058369434,8.212371938325087e-05,0.00010265464922906359
