,neutral,positive,negative
0,0.0008993410949936679,4.28257664282699e-05,0.0007953356622392981
1,0.0007141127304565975,6.209675917013891e-05,0.0005837095361993057
2,0.0009694990496358,8.929596509803421e-05,0.0008610682348739014
3,0.000757392959596772,1.3405185125606584e-05,0.0006434488860291161
4,0.0008749990320807168,3.8716771331005164e-05,0.0007898221351525053
5,0.0009974603125887163,1.5345543270595637e-05,0.0009207325962357383
6,0.0007229835663398348,1.6246821715501906e-05,0.0006661196903355782
7,0.0008301190675834312,3.35401643468053e-05,0.0007630387388898206
8,0.0006185696164868377,2.3489985436209028e-05,0.0005480996601782107
9,0.0007164218891878608,0.0,0.0006830999408535417
10,0.0004950495049504951,1.4777597162701345e-05,0.0004433279148810403
11,0.0004927460738696757,1.4078459253419305e-05,0.00043643223685599846
12,0.000543695200341358,2.0646653177519923e-05,0.00044046193445375836
13,0.0009682479231082049,1.93649584621641e-05,0.0008585131584892751
14,0.0009255057441066183,0.0,0.000680694547278416
15,0.00063971031985516,6.035003017501509e-06,0.0005552202776101388
16,0.0006702000762429445,1.844587365806269e-05,0.0005226330869784429
17,0.0008049155145929339,1.228878648233487e-05,0.0006881720430107526
18,0.0008704983192265157,3.284899317835908e-05,0.0007226778499238998
19,0.0009200337345702676,4.03523567793977e-06,0.0007828357215203153
20,0.0006557936086354902,1.3115872172709805e-05,0.0005902142477719412
21,0.0008120156216338638,4.97152421408488e-05,0.0005965829056901856
22,0.0005063132331460423,2.2403240404692134e-05,0.00044358416001290425
23,0.0009261444077394998,7.078810759792355e-05,0.0007432751297781973
24,0.0008273845028958458,1.28276667115635e-05,0.0006991078357802108
25,0.001083271735528764,6.372186679580965e-06,0.0009622001886167257
26,0.0011853166177026673,3.6359405451002066e-05,0.0010326071148084586
27,0.001368495025335651,2.2191811221659208e-05,0.0011613714539334984
28,0.001757817335545047,7.427397192443861e-05,0.0014029528030171739
29,0.002244190670984603,0.00011362990739162548,0.0018370168361646119
