,0,1,2
0,0.011553467360125066,0.001,0.001
1,0.001,0.001,0.0014460814559009597
2,1.5864112823012014e-08,1.05463660576181e-07,2.1843903809659995e-07
3,6.228730407640551e-08,5.83160745608149e-08,9.270366647464881e-08
4,7.803280478096768e-05,0.00024087958832745345,0.000389379865094949
5,"TtestResult(statistic=2.5945697832145815, pvalue=0.011973530513380341, df=58.0)","TtestResult(statistic=-5.530039550655066, pvalue=7.997835459247742e-07, df=58.0)","TtestResult(statistic=-4.807416590732584, pvalue=1.1231147045140935e-05, df=58.0)"
6,"TtestResult(statistic=4.2394141061887165, pvalue=8.143835764083272e-05, df=58.0)","TtestResult(statistic=-3.0732610309410737, pvalue=0.0032239040255745365, df=58.0)","TtestResult(statistic=-2.0316541160866857, pvalue=0.04677858683954506, df=58.0)"
